source,title,authors,doi,arxiv_id,published_date,year,container_title,venue,publisher,abstract,keywords,is_open_access,url,download_url,local_path,download_date,citation_count,type
crossref,"Techno-economic, location, and carbon emission analysis of thermochemical biomass to transportation fuels",Mark Wright,10.31274/etd-180810-1759,,,,,,,,,True,https://doi.org/10.31274/etd-180810-1759,https://dr.lib.iastate.edu/bitstreams/0fe0a504-461b-4e88-8aa8-cc43acda2ec3/download,"carbon_papers\Techno-economic, location, and carbon emission analysis of thermochemical biomass to transportation fuels.pdf",2025-05-14,,dissertation
crossref,Urban carbon emission scenario prediction and multi-objective land use optimization strategy under carbon emission constraints,Xin Zhang; Dan Zhang,10.1016/j.jclepro.2023.139684,,2023-12,,Journal of Cleaner Production,,,,,False,https://doi.org/10.1016/j.jclepro.2023.139684,,,,,journal-article
crossref,The Importance of Green HR Activities to Manage Carbon Emission Problem,Oya Alhan,10.1007/978-3-031-12958-2_3,,2022,,Contributions to Management Science,,,,,False,https://doi.org/10.1007/978-3-031-12958-2_3,,,,,book-chapter
crossref,Carbon Emission from Cascade Reservoirs: Spatial Heterogeneity and Mechanisms,,10.1021/acs.est.7b03590.s001,,,,,,,,,True,https://doi.org/10.1021/acs.est.7b03590.s001,https://doi.org/10.1021/acs.est.7b03590.s001,,,,component
crossref,Brown Carbon in Primary and Aged Coal Combustion Emission,,10.1021/acs.est.0c08084.s001,,,,,,,,,True,https://doi.org/10.1021/acs.est.0c08084.s001,https://doi.org/10.1021/acs.est.0c08084.s001,,,,component
crossref,The role of carbon market under differentiated permit allocation rule : emission rights shifting,Yueyin Liu,10.14711/thesis-991013340341503412,,,,,,,,,False,https://doi.org/10.14711/thesis-991013340341503412,,,,,dissertation
crossref,Carbon fields mess up emission figures,,10.1038/nindia.2007.55,,2008-01-16,,Nature India,,,,,False,https://doi.org/10.1038/nindia.2007.55,,,,,journal-article
crossref,Dual-Emission Carbon Dots for Fluorescent Sensing of Permanganate,,10.1021/acsanm.3c04283.s001,,,,,,,,,True,https://doi.org/10.1021/acsanm.3c04283.s001,https://doi.org/10.1021/acsanm.3c04283.s001,,,,component
crossref,Is Constructed Wetlands Carbon Source or Carbon Sink? Case Analysis Based on Life Cycle Carbon Emission Accounting,Shuo Wang; Xiaokang Li; Mingde Ji; Jian Zhang; Muhammad Tanveer; Zhen Hu,10.2139/ssrn.4540421,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4540421,,,,,posted-content
crossref,Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction,Xiufan Zhang,10.32388/8ld08g,,2023-02-01,,,,,,,True,https://doi.org/10.32388/8ld08g,https://www.qeios.com/read/8LD08G/pdf,carbon_papers\Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction.pdf,2025-05-14,,posted-content
crossref,Acoustic emission sensors for NDC of carbon/carbon,,10.1016/s0963-8695(97)85569-7,,1997-04,,NDT &amp; E International,,,,,False,https://doi.org/10.1016/s0963-8695(97)85569-7,,,,,journal-article
crossref,Field emission from nanostructured carbon,J. Robertson,10.1063/1.1342561,,2000,,AIP Conference Proceedings,,,,,False,https://doi.org/10.1063/1.1342561,,,,,proceedings-article
crossref,Enhancement of field emission of carbon nanotubes using a simple microwave plasma method,Pejman Hojati-Talemi; George P. Simon,10.1016/j.carbon.2010.09.045,,2011-02,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2010.09.045,,,,,journal-article
crossref,Carbon-Based Field-Emission Cathodes,Nikolay Egorov; Evgeny Sheshin,10.1007/978-3-319-56561-3_6,,2017,,Springer Series in Advanced Microelectronics,,,,,False,https://doi.org/10.1007/978-3-319-56561-3_6,,,,,book-chapter
crossref,The Impact of Financing Constraints on Chinese High-Carbon Enterprises Carbon Emission Intensity: From the Perspective of Investmentpreferences,Kexin Zhu; Limeng Zhu,10.2139/ssrn.4799304,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4799304,,,,,posted-content
crossref,Research on the Impact of China's Import and Export Trade on Carbon Emission under the Perspective of Carbon Emission Reduction ——Empirical Evidence Based on Provincial Panel Data,Jing Wang,10.54097/ved3sj98,,2024-02-24,,"Highlights in Business, Economics and Management",,,,,True,https://doi.org/10.54097/ved3sj98,https://drpress.org/ojs/index.php/HBEM/article/download/17750/17272,carbon_papers\Research on the Impact of China's Import and Export Trade on Carbon Emission under the Perspective of Carbon Emission Reduction ——Empirical Evidence Based on Provincial Panel Data.pdf,2025-05-14,,journal-article
crossref,IRAS 12311−3509: a carbon star with SiC2 emission,T. Lloyd Evans; M. E. Hurst; P. J. Sarre,10.1046/j.1365-8711.2000.03819.x,,2002-04-04,,Monthly Notices of the Royal Astronomical Society,,,,,True,https://doi.org/10.1046/j.1365-8711.2000.03819.x,https://academic.oup.com/mnras/article-pdf/319/1/111/3728490/319-1-111.pdf,,,,journal-article
crossref,Research on the impact of carbon emission trading system on low-carbon technology innovation,Xiaohuan Lyu; Anna Shi; Xin Wang,10.1080/17583004.2020.1721977,,2020-02-07,,Carbon Management,,,,,False,https://doi.org/10.1080/17583004.2020.1721977,,,,,journal-article
crossref,Companies rise to the carbon challenge [carbon emission reduction],M. Venables,10.1049/et:20070201,,2007-02-01,,Engineering &amp; Technology,,,,,False,https://doi.org/10.1049/et:20070201,,,,,journal-article
crossref,"Energy, Carbon-emission and Financial Savings from Thermostat Control",T. Blasing; Dana Schroeder,10.2172/1095715,,2013-08-01,,,,,,,True,https://doi.org/10.2172/1095715,https://digital.library.unt.edu/ark:/67531/metadc838868/m2/1/high_res_d/1095715.pdf,"carbon_papers\Energy, Carbon-emission and Financial Savings from Thermostat Control.pdf",2025-05-14,,report
crossref,Electrochemiluminescence emission from carbon quantum dot-sulfite coreactant system,Yongqiang Dong; Congqiang Chen; Jianpeng Lin; Nana Zhou; Yuwu Chi; Guonan Chen,10.1016/j.carbon.2012.12.086,,2013-05,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2012.12.086,,,,,journal-article
crossref,Personal Carbon Trading: The Holy Grail for Severe Emission Reductions?,P. Dijkshoorn,10.21552/cclr/2019/3/7,,2019,,Carbon &amp; Climate Law Review,,,,,False,https://doi.org/10.21552/cclr/2019/3/7,,,,,journal-article
crossref,Carbon emission responsibility accounting for all aspects of the power system based on carbon emission flow,Juntao Pan; Xingqiu Wei; Zhenglei Zhou; Jinjin Li,10.1088/1742-6596/2935/1/012001,,2025-01-01,,Journal of Physics: Conference Series,,,,,True,https://doi.org/10.1088/1742-6596/2935/1/012001,https://doi.org/10.1088/1742-6596/2935/1/012001,carbon_papers\Carbon emission responsibility accounting for all aspects of the power system based on carbon emission flow.pdf,2025-05-14,,journal-article
crossref,Excitonic Fine Structure in Emission of Linear Carbon Chains,,10.1021/acs.nanolett.0c02244.s001,,,,,,,,,True,https://doi.org/10.1021/acs.nanolett.0c02244.s001,https://iris.uniroma1.it/bitstream/11573/1434889/5/Kutrovskaya-Excitonic_2020.pdf,carbon_papers\Excitonic Fine Structure in Emission of Linear Carbon Chains.pdf,2025-05-14,,component
crossref,Emission Mitigation and Comparative Carbon Taxation,Tai-Liang Chen; Xinyuan Cui; Yuxiang Zou,10.2139/ssrn.4455639,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4455639,,,,,posted-content
crossref,China clarifies carbon dioxide emission limits,,10.1063/pt.5.025667,,2011-10-25,,Physics Today,,,,,False,https://doi.org/10.1063/pt.5.025667,,,,,journal-article
crossref,Electron Emission From Disordered Tetrahedral Carbon,,10.1109/ivmc.1997.627397,,1997,,10th International Conference on Vacuum Microelectronics,,,,,False,https://doi.org/10.1109/ivmc.1997.627397,,,,,proceedings-article
crossref,Carbon emission reduction in arable farming: Farmer crop portfolio responses to varying carbon credit pricing scenarios,Silke Hüttel; Daniel Hermann; Julius Vielhauer,10.5194/egusphere-egu25-7122,,2025-03-18,,,,,,,False,https://doi.org/10.5194/egusphere-egu25-7122,,,,,posted-content
crossref,The Carbon Tax Effect on British Columbia Economy and Carbon Emission,Haoran Liu,10.54691/bcpbm.v40i.4387,,2023-03-08,,BCP Business &amp; Management,,,,,True,https://doi.org/10.54691/bcpbm.v40i.4387,https://bcpublication.org/index.php/BM/article/download/4387/4275,carbon_papers\The Carbon Tax Effect on British Columbia Economy and Carbon Emission.pdf,2025-05-14,,journal-article
crossref,Greenhouse carbon balance of wetlands: methane emission versus carbon sequestration,GARY J. WHITING; JEFFREY P. CHANTON,10.1034/j.1600-0889.2001.530501.x,,2001-11,,Tellus B,,,,,False,https://doi.org/10.1034/j.1600-0889.2001.530501.x,,,,,journal-article
crossref,Electric current induced light emission from C 60,T.T.M. Palstra; R.C. Haddon; K.B. Lyons,10.1016/s0008-6223(97)00114-0,,1997,,Carbon,,,,,False,https://doi.org/10.1016/s0008-6223(97)00114-0,,,,,journal-article
crossref,Research on the Emission Reduction Effect and Mechanism of China's Carbon Emission Trading Pilot,Kui Liu; Lingling Zhao; Ye Li,10.2139/ssrn.4202306,,2022,,SSRN Electronic Journal,,,,,False,https://doi.org/10.2139/ssrn.4202306,,,,,journal-article
crossref,Carbon Trading Scheme as a Cost-effective Tool for Emission Mitigation,Kai Fang; Qifeng Zhang; Yiqi Tang,10.4324/9781003433859-5,,2023-10-26,,Emission Trajectories and Mitigation Schemes for China,,,,,False,https://doi.org/10.4324/9781003433859-5,,,,,book-chapter
crossref,Energy Consumption and Sum of Carbon Dioxide Emission,,10.1142/9789814374194_0013,,2013-04-22,,Annual Review of Low-Carbon Development in China: 2010,,,,,False,https://doi.org/10.1142/9789814374194_0013,,,,,book-chapter
crossref,Reduction of Carbon Dioxide Emission to Methanol: Economically and Environmentally Study,Khloud Souleman,10.2139/ssrn.5111596,,2025,,,,,,,False,https://doi.org/10.2139/ssrn.5111596,,,,,posted-content
crossref,Investigating the Impact of Carbon Emission Trading on Provincial Industrial Carbon Emissions in China,Kai Tang; Ye Zhou,10.1007/978-981-19-5562-4_8,,2022-10-18,,Carbon-Neutral Pathways for China: Economic Issues,,,,,False,https://doi.org/10.1007/978-981-19-5562-4_8,,,,,book-chapter
crossref,Switching Carbon Nanodots from Single Emission to Dual Emission by One-Step Electrochemical Tailoring in Alkaline Alcohols: Implications for Sensing and Bioimaging,,10.1021/acsanm.9b00278.s001,,,,,,,,,True,https://doi.org/10.1021/acsanm.9b00278.s001,https://doi.org/10.1021/acsanm.9b00278.s001,,,,component
crossref,Exploring the Role of Green Finance in Agricultural Carbon Emission Reduction in China: A Comprehensive Analysis Under the Dual Carbon Framework,xiongtian shi,10.2139/ssrn.5078651,,2025,,,,,,,False,https://doi.org/10.2139/ssrn.5078651,,,,,posted-content
crossref,Declining carbon emission/concentration during COVID-19: A critical review on temporary relief,Arpita Adhikari; Joydip Sengupta; Chaudhery Mustansar Hussain,10.1016/j.cartre.2021.100131,,2021-10,,Carbon Trends,,,,,True,https://doi.org/10.1016/j.cartre.2021.100131,https://doi.org/10.1016/j.cartre.2021.100131,,,,journal-article
crossref,Effect of gases on particle emission during the heating of graphite,Morton L. Lieberman,10.1016/0008-6223(71)90054-6,,1971-05,,Carbon,,,,,False,https://doi.org/10.1016/0008-6223(71)90054-6,,,,,journal-article
crossref,Long-range source apportionment of black carbon and carbon monoxide over Cyprus using FLEXPART and global emission inventories,seyed omid nabavi; Theodoros Christoudias,10.5194/egusphere-egu23-16207,,2023-05-15,,,,,,,False,https://doi.org/10.5194/egusphere-egu23-16207,,,,,posted-content
crossref,Efficient photo-thermionic emission from carbon nanotube arrays,Zhenjun Li; Bing Bai; Chi Li; Qing Dai,10.1016/j.carbon.2015.09.074,,2016-01,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2015.09.074,,,,,journal-article
crossref,Carbon Constraints and Carbon Emission Reduction: An Evolutionary Game Model within the Energy-Intensive Sector,Xiqiang Xia; Xiandi Zeng; Wei Wang; Cunji Liu,10.2139/ssrn.4544144,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4544144,,,,,posted-content
crossref,Research on Tracking Carbon Emission Flow of Power System Based on Emission Factor Matrix,Lei Ma; Hao Lu; Wenjun Zhao; Xiqiang Chang; Mao Fan; Xiaole Tang,10.2139/ssrn.4672630,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4672630,,,,,posted-content
crossref,"Table 3: Carbon emission coefficients, inventory of the material and energy inputs of different agriculture modes.",,10.7717/peerj.11632/table-3,,,,,,,,,True,https://doi.org/10.7717/peerj.11632/table-3,https://peerj.com/articles/11632.pdf,,,,component
crossref,Clan Culture and Carbon Emission Intensity,Qing He; Tianyu Yao; Liang Guo; Chi Zhang,10.2139/ssrn.4712316,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4712316,,,,,posted-content
crossref,Field Emission Applications of Carbon Nanotubes,J. Robertson,10.1063/1.1514178,,2002,,AIP Conference Proceedings,,,,,False,https://doi.org/10.1063/1.1514178,,,,,proceedings-article
crossref,Estimate the Embodied Carbon Emission and Study the Influence Factors in the Sino-european Trade,Jing Ye,10.5220/0011021500003354,,2021,,Proceedings of The International Conference on Water Resource and Environment,,,,,True,https://doi.org/10.5220/0011021500003354,https://doi.org/10.5220/0011021500003354,carbon_papers\Estimate the Embodied Carbon Emission and Study the Influence Factors in the Sino-european Trade.pdf,2025-05-14,,proceedings-article
crossref,Acoustic emission for polycrystalline graphite under compressive loading,Ikuo Ioka; Shinichi Yoda; Takashi Konishi,10.1016/0008-6223(90)90043-x,,1990,,Carbon,,,,,False,https://doi.org/10.1016/0008-6223(90)90043-x,,,,,journal-article
crossref,Comparative Analysis and Research on Carbon Emission of Substation Cast-In-Place and Prefabricated Building Based on Carbon Emission Model,Xilong Chen; Shaoyuan Lin; Yangsen Li; Fenqian Wu; Xian Gao; Jie Li,10.1109/icpes63746.2024.10856598,,2024-12-13,,2024 14th International Conference on Power and Energy Systems (ICPES),,,,,False,https://doi.org/10.1109/icpes63746.2024.10856598,,,,,proceedings-article
crossref,An Inventory on Black Carbon and Organic Carbon Emission by the Different Vegetative Ecosystem Over India,Karthik Venkatraman; Vijay Bhaskar; Amit Kesarkar,10.21203/rs.3.rs-124451/v1,,2020-12-15,,,,,,,True,https://doi.org/10.21203/rs.3.rs-124451/v1,https://www.researchsquare.com/article/rs-124451/v1.pdf?c=1631881824000,carbon_papers\An Inventory on Black Carbon and Organic Carbon Emission by the Different Vegetative Ecosystem Over India.pdf,2025-05-14,,posted-content
crossref,Carbon Markets for Greenhouse Gas Emission Reduction in a Warming World,,10.1596/31043,,2018-06-29,,,,,,,True,https://doi.org/10.1596/31043,https://openknowledge.worldbank.org/bitstream/handle/10986/31043/132589-WP-PUBLIC.pdf?sequence=5,,,,book
crossref,"Review for ""Optimization analysis of ultra‐high‐rise steel structure construction based on carbon emission""",,10.1002/eng2.12833/v1/review4,,2023-10-24,,,,,,,False,https://doi.org/10.1002/eng2.12833/v1/review4,,,,,peer-review
crossref,Research on carbon emission calculation of sand casting for individual castings and case study,Xiuxu Zhao; Wei Cai; Aojie Zhuang,10.1007/s44438-025-00004-0,,2025-05-06,,Carbon Neutral Systems,,,,,True,https://doi.org/10.1007/s44438-025-00004-0,https://doi.org/10.1007/s44438-025-00004-0,carbon_papers\Research on carbon emission calculation of sand casting for individual castings and case study.pdf,2025-05-14,,journal-article
crossref,Identification of Urban Carbon Emission Peaks through Tree-Ring 14C,,10.1021/acs.est.4c06041.s001,,,,,,,,,False,https://doi.org/10.1021/acs.est.4c06041.s001,,,,,component
crossref,The Roadmap for Sustainable Business and Net Zero Carbon Emission,Henry K. H. Wang,10.4324/9781003142348,,2023-02-24,,,,,,,False,https://doi.org/10.4324/9781003142348,,,,,monograph
crossref,Examining the emission reduction effect of carbon emission trading and carbon tax synergism and their impact mechanisms to reduce the carbon emission of company: based on 247 listed companies of China,Chuang Li; Tongtong Lei; Liping Wang,10.1080/09537325.2024.2346807,,2024-05-07,,Technology Analysis &amp; Strategic Management,,,,,False,https://doi.org/10.1080/09537325.2024.2346807,,,,,journal-article
crossref,Fabrication of Carbon Di-oxide (CO2) Capturing Materials in Zero Emission Power Generation Systems,; Ataur Rahman,10.14264/344894,,,,,,,,,False,https://doi.org/10.14264/344894,,,,,dissertation
crossref,Carbon Nanotubes For Field Emission Displays,J. Dijon,10.1063/1.1628099,,2003,,AIP Conference Proceedings,,,,,False,https://doi.org/10.1063/1.1628099,,,,,proceedings-article
crossref,"Review for ""Optimization analysis of ultra‐high‐rise steel structure construction based on carbon emission""",,10.1002/eng2.12833/v2/review2,,2023-12-05,,,,,,,False,https://doi.org/10.1002/eng2.12833/v2/review2,,,,,peer-review
crossref,"Review for ""Optimization analysis of ultra‐high‐rise steel structure construction based on carbon emission""",,10.1002/eng2.12833/v1/review3,,2023-10-20,,,,,,,False,https://doi.org/10.1002/eng2.12833/v1/review3,,,,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Hehua Zhao,10.32388/7nkn6c,,2023-02-07,,,,,,,True,https://doi.org/10.32388/7nkn6c,https://www.qeios.com/read/7NKN6C/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",2025-05-14,,peer-review
crossref,Improvement of the Field Emission Stability of Carbon Nanotube Paste Emitter by Post-treatments,Young-Chul Choi; Mun-Seok Jeong,10.5714/cl.2009.10.3.234,,2009-09-30,,Carbon letters,,,,,True,https://doi.org/10.5714/cl.2009.10.3.234,https://koreascience.or.kr:80/article/JAKO200922463507175.pdf,,,,journal-article
crossref,Ring-shaped field emission patterns from carbon nanotube films,Bojan Zajec; Vincenc Nemanič; Marko Žumer; Eugene N. Bryan; Robert J. Nemanich,10.1016/j.carbon.2011.04.020,,2011-08,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2011.04.020,,,,,journal-article
crossref,Amino Functionalization of Carbon Dots Leads to Red Emission Enhancement,,10.1021/acs.jpclett.9b01724.s001,,,,,,,,,True,https://doi.org/10.1021/acs.jpclett.9b01724.s001,https://figshare.com/articles/journal_contribution/Amino_Functionalization_of_Carbon_Dots_Leads_to_Red_Emission_Enhancement/9700280/1/files/17385455.pdf,carbon_papers\Amino Functionalization of Carbon Dots Leads to Red Emission Enhancement.pdf,2025-05-14,,component
crossref,Nanoscale diamond and carbon materials and architectures for field emission and thermionic energy conversion.,Santoshrupa Dumpala,10.18297/etd/380,,,,,,,,,True,https://doi.org/10.18297/etd/380,https://ir.library.louisville.edu/cgi/viewcontent.cgi?article=1379&context=etd,carbon_papers\Nanoscale diamond and carbon materials and architectures for field emission and thermionic energy conversion..pdf,2025-05-14,,dissertation
crossref,Front Matter,,10.1002/9783527826667.fmatter,,2020-03-06,,Carbon Dioxide Emission Management in Power Generation,,,,,False,https://doi.org/10.1002/9783527826667.fmatter,,,,,other
crossref,Electrostatic Screening Modulates Analyte Binding and Emission of Carbon Nanotubes,,10.1021/acs.jpcc.8b01239.s001,,,,,,,,,False,https://doi.org/10.1021/acs.jpcc.8b01239.s001,,,,,component
crossref,"Review for ""Optimization analysis of ultra‐high‐rise steel structure construction based on carbon emission""",,10.1002/eng2.12833/v2/review1,,2023-12-04,,,,,,,False,https://doi.org/10.1002/eng2.12833/v2/review1,,,,,peer-review
crossref,Electron Emission from Metastable Carbon Monoxide Molecules at Adsorbate Covered Au(111) Surfaces,; Daniel Paul Engelhart,10.53846/goediss-5179,,,,,,,,,True,https://doi.org/10.53846/goediss-5179,https://ediss.uni-goettingen.de/bitstream/11858/00-1735-0000-0022-604F-4/1/PhD_Thesis_DPE_web.pdf,carbon_papers\Electron Emission from Metastable Carbon Monoxide Molecules at Adsorbate Covered Au(111) Surfaces.pdf,2025-05-14,,dissertation
crossref,"Review for ""Pivotal role of polylactide in carbon emission reduction: A comprehensive review""",Bin Yao,10.1002/eng2.12909/v1/review1,,2024-01-13,,,,,,,False,https://doi.org/10.1002/eng2.12909/v1/review1,,,,,peer-review
crossref,Supplementary in the European carbon emission market,Johan Eyckmans; Jan Cornillie,10.4337/9781781009604.00011,,,,Instruments for Climate Policy,,,,,False,https://doi.org/10.4337/9781781009604.00011,,,,,other
crossref,Improved electron field emission from metal grafted graphene composites,Vishakha Kaushik; A.K. Shukla; V.D. Vankar,10.1016/j.carbon.2013.06.016,,2013-10,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2013.06.016,,,,,journal-article
crossref,Exciton Localization and Optical Emission in Aryl-Functionalized Carbon Nanotubes,,10.1021/acs.jpcc.7b09558.s001,,,,,,,,,True,https://doi.org/10.1021/acs.jpcc.7b09558.s001,https://doi.org/10.1021/acs.jpcc.7b09558.s001,,,,component
crossref,"Emission fluxes of nitrous oxide, carbon dioxide, and dimethyl sulfide from various vegetation areas",; Kunawut Boonyanopakun,10.58837/chula.the.2002.1564,,,,,,,,,False,https://doi.org/10.58837/chula.the.2002.1564,,,,,dissertation
crossref,"Review for ""Optimization analysis of ultra‐high‐rise steel structure construction based on carbon emission""",,10.1002/eng2.12833/v1/review1,,2023-10-16,,,,,,,False,https://doi.org/10.1002/eng2.12833/v1/review1,,,,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Wenfei Song,10.32388/94omlg,,2023-03-21,,,,,,,True,https://doi.org/10.32388/94omlg,https://www.qeios.com/read/94OMLG/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,Carbon Emission Modelling in China's Urban Industrial Sector in the Context of Carbon Peaking,Liang Zhao; Boyu Guo; Tingting Xu; Tianqing Han; Jianbiao Chen,10.2139/ssrn.4999076,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4999076,,,,,posted-content
crossref,Effect of Carbon Emission and Shelf-Life on Random Emission and Random Price Dependent Demand of a Perishable Product in Interval Environment,Nabajyoti Bhattacharjee; Nabendu Sen,10.21203/rs.3.rs-474629/v1,,2021-05-24,,,,,,,True,https://doi.org/10.21203/rs.3.rs-474629/v1,https://www.researchsquare.com/article/rs-474629/latest.pdf,carbon_papers\Effect of Carbon Emission and Shelf-Life on Random Emission and Random Price Dependent Demand of a Perishable Product in Interval Environment.pdf,2025-05-14,,posted-content
crossref,Can China’s policy of carbon emission trading promote carbon emission reduction?,Dong Xuan; Xiaowei Ma; Yuping Shang,10.1016/j.jclepro.2020.122383,,2020-10,,Journal of Cleaner Production,,,,,False,https://doi.org/10.1016/j.jclepro.2020.122383,,,,,journal-article
crossref,Research on carbon emission accounting and carbon emission reduction path of coal preparation plant,Xu Hongxiang; Wu Wei; Shi Bin; Liu Iibo; Cao Yijun; Deng Jiushuai; Cui Jiahua; Wang Jingzheng; Kang Yuntao; Sun Xin,10.1016/j.mineng.2024.108955,,2024-10,,Minerals Engineering,,,,,False,https://doi.org/10.1016/j.mineng.2024.108955,,,,,journal-article
crossref,Hydrophobic Carbon Dots with Aggregation-Induced Emission for Multistage Anticounterfeiting,,10.1021/acsanm.3c04391.s001,,,,,,,,,True,https://doi.org/10.1021/acsanm.3c04391.s001,https://figshare.com/articles/journal_contribution/Hydrophobic_Carbon_Dots_with_Aggregation-Induced_Emission_for_Multistage_Anticounterfeiting/24470454/1/files/42996792.pdf,carbon_papers\Hydrophobic Carbon Dots with Aggregation-Induced Emission for Multistage Anticounterfeiting.pdf,2025-05-14,,component
crossref,Resolving the Multiple Emission Centers in Carbon Dots: From Fluorophore Molecular States to Aromatic Domain States and Carbon-Core States,,10.1021/acs.jpclett.8b02043.s001,,,,,,,,,True,https://doi.org/10.1021/acs.jpclett.8b02043.s001,https://figshare.com/articles/journal_contribution/Resolving_the_Multiple_Emission_Centers_in_Carbon_Dots_From_Fluorophore_Molecular_States_to_Aromatic_Domain_States_and_Carbon-Core_States/6815717/1/files/12394568.pdf,carbon_papers\Resolving the Multiple Emission Centers in Carbon Dots: From Fluorophore Molecular States to Aromatic Domain States and Carbon-Core States.pdf,2025-05-14,,component
crossref,"China’s National, Regional, and City’s Carbon Emission Inventories",Zhu Liu,10.1007/978-3-662-52864-8_2,,2016,,Springer Theses,,,,,False,https://doi.org/10.1007/978-3-662-52864-8_2,,,,,book-chapter
crossref,Study of emission reduction effects in an electricity market considering carbon emission policies,Yuqian Song; Jin Zhong,10.1109/tdc.2014.6863445,,2014-04,,2014 IEEE PES T&amp;D Conference and Exposition,,,,,False,https://doi.org/10.1109/tdc.2014.6863445,,,,,proceedings-article
crossref,Electron emission from electroformed carbon films,,10.1016/0042-207x(89)90998-6,,1989-01,,Vacuum,,,,,False,https://doi.org/10.1016/0042-207x(89)90998-6,,,,,journal-article
crossref,On the Economics of Forest Carbon: Renewable and Carbon Neutral But Not Emission Free,Jussi Lintunen; Jussi Uusivuori,10.2139/ssrn.2397843,,2014,,SSRN Electronic Journal,,,,,True,https://doi.org/10.2139/ssrn.2397843,https://ageconsearch.umn.edu/record/165755/files/NDL2014-013.pdf,carbon_papers\On the Economics of Forest Carbon: Renewable and Carbon Neutral But Not Emission Free.pdf,2025-05-14,,journal-article
crossref,"Erosion-induced massive organic carbon burial and carbon emission in the Yellow River basin, China",L. Ran; X. X. Lu; Z. Xin,10.5194/bgd-10-13491-2013,,2013-08-14,,,,,,,True,https://doi.org/10.5194/bgd-10-13491-2013,https://bg.copernicus.org/articles/11/945/2014/bg-11-945-2014.pdf,"carbon_papers\Erosion-induced massive organic carbon burial and carbon emission in the Yellow River basin, China.pdf",2025-05-14,,posted-content
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Kangjuan Lyu,10.32388/gsxdrc,,2023-03-05,,,,,,,True,https://doi.org/10.32388/gsxdrc,https://www.qeios.com/read/GSXDRC/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of ""Ocean Carbon Uptake Under Aggressive Emission Mitigation"" by Sean Ridge and Galen McKinley",,10.5194/bg-2020-254-rc2,,2020-08-19,,,,,,,True,https://doi.org/10.5194/bg-2020-254-rc2,https://doi.org/10.5194/bg-2020-254-rc2,,,,peer-review
crossref,Understanding parameters affecting field emission properties of directly spinnable carbon nanotube webs,Pejman Hojati-Talemi; Stephen Hawkins; Chi Huynh; George P. Simon,10.1016/j.carbon.2013.01.088,,2013-06,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2013.01.088,,,,,journal-article
crossref,Two-Pronged Approach: Synergistic Tuning of the Surface and Carbon Core to Achieve Yellow Emission in Lignin-Based Carbon Dots,,10.1021/acsami.3c07075.s001,,,,,,,,,True,https://doi.org/10.1021/acsami.3c07075.s001,https://doi.org/10.1021/acsami.3c07075.s001,,,,component
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Jingru Xu,10.32388/wdt4h4,,2023-02-04,,,,,,,True,https://doi.org/10.32388/wdt4h4,https://www.qeios.com/read/WDT4H4/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,EKC test study on the relationship between carbon dioxide emission and regional economic growth,Wei Liu,10.1080/17583004.2020.1768776,,2020-07-03,,Carbon Management,,,,,False,https://doi.org/10.1080/17583004.2020.1768776,,,,,journal-article
